series_id,name,units,f,description,copyright,source,iso3166,geography,start,end,updated,value,date,year,month
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,12.71,2013-03-01,2013,3
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,12.84,2013-02-01,2013,2
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,12.73,2013-01-01,2013,1
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,12.57,2012-12-01,2012,12
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,12.63,2012-11-01,2012,11
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,12.92,2012-10-01,2012,10
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,12.87,2012-09-01,2012,9
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,12.45,2012-08-01,2012,8
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,12.61,2012-07-01,2012,7
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,12.54,2012-06-01,2012,6
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,12.4,2012-05-01,2012,5
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,12.56,2012-04-01,2012,4
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,12.63,2012-03-01,2012,3
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,12.8,2012-02-01,2012,2
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,13.19,2012-01-01,2012,1
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,13.19,2011-12-01,2011,12
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,12.82,2011-11-01,2011,11
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,13.54,2011-10-01,2011,10
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,13.09,2011-09-01,2011,9
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,12.98,2011-08-01,2011,8
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,13.28,2011-07-01,2011,7
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,13.28,2011-06-01,2011,6
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,12.97,2011-05-01,2011,5
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,13.24,2011-04-01,2011,4
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,13.41,2011-03-01,2011,3
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,13.3,2011-02-01,2011,2
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,13.94,2011-01-01,2011,1
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,14.04,2010-12-01,2010,12
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,14.25,2010-11-01,2010,11
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,14.02,2010-10-01,2010,10
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,14.43,2010-09-01,2010,9
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,14.04,2010-08-01,2010,8
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,14.43,2010-07-01,2010,7
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,14.78,2010-06-01,2010,6
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,14.35,2010-05-01,2010,5
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,14.62,2010-04-01,2010,4
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,14.84,2010-03-01,2010,3
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,15.01,2010-02-01,2010,2
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,15.41,2010-01-01,2010,1
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,14.31,2009-12-01,2009,12
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,14.79,2009-11-01,2009,11
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,14.87,2009-10-01,2009,10
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,14.74,2009-09-01,2009,9
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,14.73,2009-08-01,2009,8
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,15.52,2009-07-01,2009,7
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,15.31,2009-06-01,2009,6
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,14.56,2009-05-01,2009,5
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,15.1,2009-04-01,2009,4
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,15.19,2009-03-01,2009,3
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,15.32,2009-02-01,2009,2
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,15.34,2009-01-01,2009,1
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,15.17,2008-12-01,2008,12
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,15.2,2008-11-01,2008,11
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,15.28,2008-10-01,2008,10
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,15.17,2008-09-01,2008,9
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,15.73,2008-08-01,2008,8
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,16.15,2008-07-01,2008,7
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,14.82,2008-06-01,2008,6
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,14.65,2008-05-01,2008,5
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,14.29,2008-04-01,2008,4
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,13.73,2008-03-01,2008,3
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,13.85,2008-02-01,2008,2
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,15.22,2008-01-01,2008,1
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,13.05,2007-12-01,2007,12
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,13.26,2007-11-01,2007,11
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,12.52,2007-10-01,2007,10
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,12.29,2007-09-01,2007,9
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,12.22,2007-08-01,2007,8
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,14.21,2007-07-01,2007,7
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,12.64,2007-06-01,2007,6
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,12.47,2007-05-01,2007,5
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,12.83,2007-04-01,2007,4
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,12.78,2007-03-01,2007,3
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,13.22,2007-02-01,2007,2
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,13.99,2007-01-01,2007,1
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,13,2006-12-01,2006,12
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,12.08,2006-11-01,2006,11
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,11.63,2006-10-01,2006,10
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,12.18,2006-09-01,2006,9
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,12.52,2006-08-01,2006,8
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,11.86,2006-07-01,2006,7
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,11.54,2006-06-01,2006,6
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,10.86,2006-05-01,2006,5
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,11.92,2006-04-01,2006,4
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,11.08,2006-03-01,2006,3
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,11.42,2006-02-01,2006,2
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,10.46,2006-01-01,2006,1
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,9.58,2005-12-01,2005,12
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,9.38,2005-11-01,2005,11
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,9.53,2005-10-01,2005,10
ELEC.PRICE.CT-IND.M,Average retail price of electricity : Connecticut : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-CT,USA-CT,200101,202102,2021-04-23T13:33:02-0400,9.6,2005-09-01,2005,9
